Iteration,Time,Fitness,FEvals,max_iters,Restarts,Algorithm
965,0.2225713000079849,740.0,12348.0,4096,30,RHC
966,0.2228049999976065,740.0,12349.0,4096,30,RHC
967,0.223057900002459,740.0,12350.0,4096,30,RHC
968,0.2232885999983409,740.0,12351.0,4096,30,RHC
969,0.2235278000007383,742.0,12353.0,4096,30,RHC
970,0.223757800005842,742.0,12354.0,4096,30,RHC
971,0.2239931000076467,742.0,12355.0,4096,30,RHC
972,0.2242259000049671,742.0,12356.0,4096,30,RHC
973,0.2245212999987416,742.0,12357.0,4096,30,RHC
974,0.2248114000103669,742.0,12358.0,4096,30,RHC
975,0.2250926999986404,742.0,12359.0,4096,30,RHC
976,0.2253540000092471,742.0,12360.0,4096,30,RHC
977,0.225617100004456,742.0,12361.0,4096,30,RHC
978,0.2258798999973805,742.0,12362.0,4096,30,RHC
979,0.2261251000018092,742.0,12363.0,4096,30,RHC
980,0.2263578999991295,742.0,12364.0,4096,30,RHC
981,0.2265909999987343,742.0,12365.0,4096,30,RHC
982,0.226821900010691,742.0,12366.0,4096,30,RHC
983,0.2270545000064885,742.0,12367.0,4096,30,RHC
984,0.227280699997209,742.0,12368.0,4096,30,RHC
985,0.2275074000062886,742.0,12369.0,4096,30,RHC
986,0.2277328000054694,742.0,12370.0,4096,30,RHC
987,0.2279606000083731,742.0,12371.0,4096,30,RHC
988,0.2281870000006165,742.0,12372.0,4096,30,RHC
989,0.2284145000012358,742.0,12373.0,4096,30,RHC
990,0.2286420000018552,742.0,12374.0,4096,30,RHC
991,0.228870500010089,742.0,12375.0,4096,30,RHC
992,0.2290984999999636,742.0,12376.0,4096,30,RHC
993,0.2293274999974528,742.0,12377.0,4096,30,RHC
994,0.2295562000072095,742.0,12378.0,4096,30,RHC
995,0.229785500006983,742.0,12379.0,4096,30,RHC
996,0.2300146000052336,744.0,12381.0,4096,30,RHC
997,0.2302452000003541,744.0,12382.0,4096,30,RHC
998,0.2304758000100264,744.0,12383.0,4096,30,RHC
999,0.2307048000075156,744.0,12384.0,4096,30,RHC
1000,0.230963599999086,744.0,12385.0,4096,30,RHC
1001,0.2312433000042801,744.0,12386.0,4096,30,RHC
1002,0.2315792000008514,746.0,12388.0,4096,30,RHC
1003,0.2318694999994477,746.0,12389.0,4096,30,RHC
1004,0.2321559999982128,748.0,12391.0,4096,30,RHC
1005,0.2325081000017235,748.0,12392.0,4096,30,RHC
1006,0.2328592999983811,748.0,12393.0,4096,30,RHC
1007,0.2332040000037523,748.0,12394.0,4096,30,RHC
1008,0.2335342000005766,748.0,12395.0,4096,30,RHC
1009,0.2338732000062009,748.0,12396.0,4096,30,RHC
1010,0.2342767000081949,748.0,12397.0,4096,30,RHC
1011,0.2346362000098452,748.0,12398.0,4096,30,RHC
1012,0.234945800009882,748.0,12399.0,4096,30,RHC
1013,0.235242399998242,748.0,12400.0,4096,30,RHC
1014,0.2355382000096142,748.0,12401.0,4096,30,RHC
1015,0.2358362000086344,748.0,12402.0,4096,30,RHC
1016,0.2360988000000361,750.0,12404.0,4096,30,RHC
1017,0.2363602999976137,750.0,12405.0,4096,30,RHC
1018,0.2366354999976465,750.0,12406.0,4096,30,RHC
1019,0.2368970000097761,750.0,12407.0,4096,30,RHC
1020,0.2371473000093829,750.0,12408.0,4096,30,RHC
1021,0.237407799999346,750.0,12409.0,4096,30,RHC
1022,0.2376609000057215,750.0,12410.0,4096,30,RHC
1023,0.2379086000000825,750.0,12411.0,4096,30,RHC
1024,0.2381559000059496,750.0,12412.0,4096,30,RHC
1025,0.2383954000106314,750.0,12413.0,4096,30,RHC
1026,0.2386302000086289,750.0,12414.0,4096,30,RHC
1027,0.2388688000064576,750.0,12415.0,4096,30,RHC
1028,0.2391330000100424,750.0,12416.0,4096,30,RHC
1029,0.239378400001442,750.0,12417.0,4096,30,RHC
1030,0.2396182000084081,750.0,12418.0,4096,30,RHC
1031,0.2398618000006536,750.0,12419.0,4096,30,RHC
1032,0.2400992000038968,750.0,12420.0,4096,30,RHC
1033,0.2403779000014765,750.0,12421.0,4096,30,RHC
1034,0.240707700009807,750.0,12422.0,4096,30,RHC
1035,0.2410387999989325,750.0,12423.0,4096,30,RHC
1036,0.2413667000073474,750.0,12424.0,4096,30,RHC
1037,0.2416999999986728,750.0,12425.0,4096,30,RHC
1038,0.2420093999971868,750.0,12426.0,4096,30,RHC
1039,0.2422627000050852,750.0,12427.0,4096,30,RHC
1040,0.2425168000045232,752.0,12429.0,4096,30,RHC
1041,0.2427706000016769,752.0,12430.0,4096,30,RHC
1042,0.2430220000096596,752.0,12431.0,4096,30,RHC
1043,0.2432688999979291,752.0,12432.0,4096,30,RHC
1044,0.2435162000037962,752.0,12433.0,4096,30,RHC
1045,0.2437631000066176,752.0,12434.0,4096,30,RHC
1046,0.2440111000032629,752.0,12435.0,4096,30,RHC
1047,0.2442573000007541,752.0,12436.0,4096,30,RHC
1048,0.2445048000081442,752.0,12437.0,4096,30,RHC
1049,0.2447508000041125,752.0,12438.0,4096,30,RHC
1050,0.2449992000038037,752.0,12439.0,4096,30,RHC
1051,0.2452407000091625,752.0,12440.0,4096,30,RHC
1052,0.2454801999992923,752.0,12441.0,4096,30,RHC
1053,0.2457216000038897,752.0,12442.0,4096,30,RHC
1054,0.2459644000045955,752.0,12443.0,4096,30,RHC
1055,0.2462043999985326,752.0,12444.0,4096,30,RHC
1056,0.2464466000092215,752.0,12445.0,4096,30,RHC
1057,0.2466892000084044,752.0,12446.0,4096,30,RHC
1058,0.2469513999967603,752.0,12447.0,4096,30,RHC
1059,0.2472146000072825,752.0,12448.0,4096,30,RHC
1060,0.2474939000094309,754.0,12450.0,4096,30,RHC
1061,0.2477443000097992,754.0,12451.0,4096,30,RHC
1062,0.2480098000087309,754.0,12452.0,4096,30,RHC
1063,0.2483252000092761,754.0,12453.0,4096,30,RHC
1064,0.2486748000083025,754.0,12454.0,4096,30,RHC
1065,0.2490618000010727,754.0,12455.0,4096,30,RHC
1066,0.2496555000107037,756.0,12457.0,4096,30,RHC
1067,0.2502115000097547,756.0,12458.0,4096,30,RHC
1068,0.2506376000092132,756.0,12459.0,4096,30,RHC
1069,0.2510553000029176,756.0,12460.0,4096,30,RHC
1070,0.2514496000076178,756.0,12461.0,4096,30,RHC
1071,0.2518219000048702,756.0,12462.0,4096,30,RHC
1072,0.2521495999972103,756.0,12463.0,4096,30,RHC
1073,0.2524624000070616,756.0,12464.0,4096,30,RHC
1074,0.2527663000073517,756.0,12465.0,4096,30,RHC
1075,0.2530455000087386,756.0,12466.0,4096,30,RHC
1076,0.2533223000064026,756.0,12467.0,4096,30,RHC
1077,0.2535956000065198,756.0,12468.0,4096,30,RHC
1078,0.253864500002237,758.0,12470.0,4096,30,RHC
1079,0.254129599998123,758.0,12471.0,4096,30,RHC
1080,0.2544008999975631,758.0,12472.0,4096,30,RHC
1081,0.2546784000005573,758.0,12473.0,4096,30,RHC
1082,0.2549724999989848,758.0,12474.0,4096,30,RHC
1083,0.2552320000104373,758.0,12475.0,4096,30,RHC
1084,0.2554832000023452,758.0,12476.0,4096,30,RHC
1085,0.255733500001952,758.0,12477.0,4096,30,RHC
1086,0.2559889999974984,758.0,12478.0,4096,30,RHC
1087,0.2562504000088665,758.0,12479.0,4096,30,RHC
1088,0.2565955000027315,758.0,12480.0,4096,30,RHC
1089,0.2569362000067485,758.0,12481.0,4096,30,RHC
1090,0.2572547000017948,758.0,12482.0,4096,30,RHC
1091,0.2575729000091087,758.0,12483.0,4096,30,RHC
1092,0.2578970000031404,758.0,12484.0,4096,30,RHC
1093,0.2581652000080794,758.0,12485.0,4096,30,RHC
1094,0.2584499000076903,758.0,12486.0,4096,30,RHC
1095,0.2587174000072991,758.0,12487.0,4096,30,RHC
1096,0.2589786000025924,758.0,12488.0,4096,30,RHC
1097,0.259238099999493,758.0,12489.0,4096,30,RHC
1098,0.2594955000095069,758.0,12490.0,4096,30,RHC
1099,0.2597569000063231,758.0,12491.0,4096,30,RHC
1100,0.2600212999968789,758.0,12492.0,4096,30,RHC
1101,0.2602896000025794,760.0,12494.0,4096,30,RHC
1102,0.2605469999980414,760.0,12495.0,4096,30,RHC
1103,0.2608058000041637,760.0,12496.0,4096,30,RHC
1104,0.2610635000019101,760.0,12497.0,4096,30,RHC
1105,0.2613166000082856,760.0,12498.0,4096,30,RHC
1106,0.2615690000093309,760.0,12499.0,4096,30,RHC
1107,0.261831700001494,762.0,12501.0,4096,30,RHC
1108,0.262085800000932,762.0,12502.0,4096,30,RHC
1109,0.2623402000026544,762.0,12503.0,4096,30,RHC
1110,0.2625933000090299,762.0,12504.0,4096,30,RHC
1111,0.2628468000038992,762.0,12505.0,4096,30,RHC
1112,0.2631282000074861,762.0,12506.0,4096,30,RHC
1113,0.2633908999996492,762.0,12507.0,4096,30,RHC
1114,0.2636446000105934,762.0,12508.0,4096,30,RHC
1115,0.2639000000053784,762.0,12509.0,4096,30,RHC
1116,0.2641523000056622,762.0,12510.0,4096,30,RHC
1117,0.2644699000084074,762.0,12511.0,4096,30,RHC
1118,0.2649640000017825,762.0,12512.0,4096,30,RHC
1119,0.2653368000028422,762.0,12513.0,4096,30,RHC
1120,0.2656759000092279,764.0,12515.0,4096,30,RHC
1121,0.265993699998944,764.0,12516.0,4096,30,RHC
1122,0.2663108999986434,764.0,12517.0,4096,30,RHC
1123,0.2666294000082416,764.0,12518.0,4096,30,RHC
1124,0.2669429000088712,764.0,12519.0,4096,30,RHC
1125,0.2672622000100091,764.0,12520.0,4096,30,RHC
1126,0.2675922000053106,764.0,12521.0,4096,30,RHC
1127,0.2679076000058558,764.0,12522.0,4096,30,RHC
1128,0.268228300003102,764.0,12523.0,4096,30,RHC
1129,0.2685631000058492,764.0,12524.0,4096,30,RHC
1130,0.2688842000061413,764.0,12525.0,4096,30,RHC
1131,0.2692036000080406,764.0,12526.0,4096,30,RHC
1132,0.269530500008841,764.0,12527.0,4096,30,RHC
1133,0.2699407000036444,764.0,12528.0,4096,30,RHC
1134,0.2702911000087624,764.0,12529.0,4096,30,RHC
1135,0.2706401000032201,764.0,12530.0,4096,30,RHC
1136,0.2710275999997975,764.0,12531.0,4096,30,RHC
1137,0.2713269000087166,764.0,12532.0,4096,30,RHC
1138,0.2716198999987682,764.0,12533.0,4096,30,RHC
1139,0.271912299998803,764.0,12534.0,4096,30,RHC
1140,0.2722189000051003,764.0,12535.0,4096,30,RHC
1141,0.2725777000014204,764.0,12536.0,4096,30,RHC
1142,0.2729116999980761,764.0,12537.0,4096,30,RHC
1143,0.2732239000033587,764.0,12538.0,4096,30,RHC
1144,0.2735495000088122,764.0,12539.0,4096,30,RHC
1145,0.2738664000062272,764.0,12540.0,4096,30,RHC
1146,0.2741429000016069,764.0,12541.0,4096,30,RHC
1147,0.2744203000038396,764.0,12542.0,4096,30,RHC
1148,0.2747017000074265,764.0,12543.0,4096,30,RHC
1149,0.274974400002975,764.0,12544.0,4096,30,RHC
1150,0.2752417000010609,764.0,12545.0,4096,30,RHC
1151,0.2755090999999083,764.0,12546.0,4096,30,RHC
1152,0.2757758000079775,764.0,12547.0,4096,30,RHC
1153,0.2760547000070801,764.0,12548.0,4096,30,RHC
1154,0.276314500006265,764.0,12549.0,4096,30,RHC
1155,0.2765794000006281,766.0,12551.0,4096,30,RHC
1156,0.2768410999997286,766.0,12552.0,4096,30,RHC
1157,0.2771023000095738,766.0,12553.0,4096,30,RHC
1158,0.2773649000009754,766.0,12554.0,4096,30,RHC
1159,0.2776268000015989,766.0,12555.0,4096,30,RHC
1160,0.2778885000006994,766.0,12556.0,4096,30,RHC
1161,0.2781498999975156,768.0,12558.0,4096,30,RHC
1162,0.2784136999980546,768.0,12559.0,4096,30,RHC
1163,0.2786798000015551,768.0,12560.0,4096,30,RHC
1164,0.2789644000004045,768.0,12561.0,4096,30,RHC
1165,0.2792401000042446,768.0,12562.0,4096,30,RHC
1166,0.2795063000085065,768.0,12563.0,4096,30,RHC
1167,0.2797789000032935,770.0,12565.0,4096,30,RHC
1168,0.2800703000102658,770.0,12566.0,4096,30,RHC
1169,0.2804067999968538,770.0,12567.0,4096,30,RHC
1170,0.2807422000041697,770.0,12568.0,4096,30,RHC
1171,0.2810424000053899,770.0,12569.0,4096,30,RHC
1172,0.2813701999984914,770.0,12570.0,4096,30,RHC
1173,0.2817465999978594,770.0,12571.0,4096,30,RHC
1174,0.2821262000070419,770.0,12572.0,4096,30,RHC
1175,0.2825565000093775,770.0,12573.0,4096,30,RHC
1176,0.2829427999968175,770.0,12574.0,4096,30,RHC
1177,0.283430399998906,770.0,12575.0,4096,30,RHC
1178,0.2838941000081831,770.0,12576.0,4096,30,RHC
1179,0.2843014999962179,770.0,12577.0,4096,30,RHC
1180,0.2847657000093022,772.0,12579.0,4096,30,RHC
1181,0.285170700008166,772.0,12580.0,4096,30,RHC
1182,0.2855376000079559,772.0,12581.0,4096,30,RHC
1183,0.285894400003599,772.0,12582.0,4096,30,RHC
1184,0.2862840000016149,772.0,12583.0,4096,30,RHC
1185,0.2866426999971736,772.0,12584.0,4096,30,RHC
1186,0.2870075000100769,772.0,12585.0,4096,30,RHC
1187,0.2873311000003014,772.0,12586.0,4096,30,RHC
1188,0.2876484000007622,772.0,12587.0,4096,30,RHC
1189,0.2879627000074833,772.0,12588.0,4096,30,RHC
1190,0.2882769999996526,772.0,12589.0,4096,30,RHC
1191,0.293985900003463,772.0,12590.0,4096,30,RHC
1192,0.2943586000037612,772.0,12591.0,4096,30,RHC
1193,0.2947121000033803,772.0,12592.0,4096,30,RHC
1194,0.295055599999614,772.0,12593.0,4096,30,RHC
1195,0.2953744999977061,772.0,12594.0,4096,30,RHC
1196,0.295691599996644,772.0,12595.0,4096,30,RHC
1197,0.295992400002433,772.0,12596.0,4096,30,RHC
1198,0.2962708999984897,772.0,12597.0,4096,30,RHC
1199,0.2965515999967465,772.0,12598.0,4096,30,RHC
1200,0.2968315000034636,772.0,12599.0,4096,30,RHC
1201,0.2971143000031588,772.0,12600.0,4096,30,RHC
1202,0.2973882000078447,772.0,12601.0,4096,30,RHC
1203,0.2976694000099087,774.0,12603.0,4096,30,RHC
1204,0.2979677999974228,774.0,12604.0,4096,30,RHC
1205,0.2983142000011867,774.0,12605.0,4096,30,RHC
1206,0.2986191000090912,774.0,12606.0,4096,30,RHC
1207,0.2990010000066831,776.0,12608.0,4096,30,RHC
1208,0.2993970000097761,776.0,12609.0,4096,30,RHC
1209,0.2997697000100743,776.0,12610.0,4096,30,RHC
1210,0.3001541999983601,776.0,12611.0,4096,30,RHC
1211,0.3005248999979812,776.0,12612.0,4096,30,RHC
1212,0.3008924000023398,776.0,12613.0,4096,30,RHC
1213,0.3012178000062704,776.0,12614.0,4096,30,RHC
1214,0.3015371000074083,778.0,12616.0,4096,30,RHC
1215,0.3018407000054139,780.0,12618.0,4096,30,RHC
1216,0.3021535000007134,780.0,12619.0,4096,30,RHC
1217,0.302493900002446,780.0,12620.0,4096,30,RHC
1218,0.3028341000026557,780.0,12621.0,4096,30,RHC
1219,0.3031542000098852,780.0,12622.0,4096,30,RHC
1220,0.3034672000067075,780.0,12623.0,4096,30,RHC
1221,0.3037790000089444,780.0,12624.0,4096,30,RHC
1222,0.3040716999967117,780.0,12625.0,4096,30,RHC
1223,0.3043538000056287,780.0,12626.0,4096,30,RHC
1224,0.3046396999998251,780.0,12627.0,4096,30,RHC
1225,0.3049201000103494,780.0,12628.0,4096,30,RHC
1226,0.3051966000057291,780.0,12629.0,4096,30,RHC
1227,0.3054757000063546,780.0,12630.0,4096,30,RHC
1228,0.3057533999963198,780.0,12631.0,4096,30,RHC
1229,0.3060336000053212,780.0,12632.0,4096,30,RHC
1230,0.3063187000079779,780.0,12633.0,4096,30,RHC
1231,0.3066007000015815,780.0,12634.0,4096,30,RHC
1232,0.306888400009484,780.0,12635.0,4096,30,RHC
1233,0.3071714999969117,780.0,12636.0,4096,30,RHC
1234,0.3074540000088746,780.0,12637.0,4096,30,RHC
1235,0.3077532000024803,780.0,12638.0,4096,30,RHC
1236,0.3080340000014985,780.0,12639.0,4096,30,RHC
1237,0.3083095000038156,780.0,12640.0,4096,30,RHC
1238,0.3085877999983495,780.0,12641.0,4096,30,RHC
1239,0.3088674000027822,780.0,12642.0,4096,30,RHC
1240,0.3091654000018025,780.0,12643.0,4096,30,RHC
1241,0.3094579000025987,780.0,12644.0,4096,30,RHC
1242,0.3097495999973034,780.0,12645.0,4096,30,RHC
1243,0.3100721000082558,780.0,12646.0,4096,30,RHC
1244,0.3104079000040656,782.0,12648.0,4096,30,RHC
1245,0.3107474999997066,782.0,12649.0,4096,30,RHC
1246,0.3110541000060038,782.0,12650.0,4096,30,RHC
1247,0.3113599000062095,782.0,12651.0,4096,30,RHC
1248,0.3116654000041308,782.0,12652.0,4096,30,RHC
1249,0.3119674000045052,782.0,12653.0,4096,30,RHC
1250,0.3122594000014942,782.0,12654.0,4096,30,RHC
1251,0.312548500005505,782.0,12655.0,4096,30,RHC
1252,0.3128517000004649,782.0,12656.0,4096,30,RHC
1253,0.3131339999963529,782.0,12657.0,4096,30,RHC
1254,0.3134180000051856,782.0,12658.0,4096,30,RHC
1255,0.3137107000075048,782.0,12659.0,4096,30,RHC
1256,0.3139966000017011,782.0,12660.0,4096,30,RHC
1257,0.3142898000078276,782.0,12661.0,4096,30,RHC
1258,0.3145970000041416,782.0,12662.0,4096,30,RHC
1259,0.3148971000046003,782.0,12663.0,4096,30,RHC
1260,0.3152141000027768,782.0,12664.0,4096,30,RHC
1261,0.3155435000080615,782.0,12665.0,4096,30,RHC
1262,0.3158610999962548,782.0,12666.0,4096,30,RHC
1263,0.3162490000104299,782.0,12667.0,4096,30,RHC
1264,0.3166989000019384,782.0,12668.0,4096,30,RHC
1265,0.3171392000076594,782.0,12669.0,4096,30,RHC
1266,0.3175721000006888,782.0,12670.0,4096,30,RHC
1267,0.3179319000046234,782.0,12671.0,4096,30,RHC
1268,0.318378500000108,782.0,12672.0,4096,30,RHC
1269,0.3188271999970311,782.0,12673.0,4096,30,RHC
1270,0.3192376000079093,782.0,12674.0,4096,30,RHC
1271,0.3196422000037273,782.0,12675.0,4096,30,RHC
1272,0.320024700005888,782.0,12676.0,4096,30,RHC
1273,0.3203424000093946,782.0,12677.0,4096,30,RHC
1274,0.3206653000088408,782.0,12678.0,4096,30,RHC
1275,0.3209752999973716,782.0,12679.0,4096,30,RHC
1276,0.3212883000087458,782.0,12680.0,4096,30,RHC
1277,0.3215951000020141,782.0,12681.0,4096,30,RHC
1278,0.321907799996552,784.0,12683.0,4096,30,RHC
